name	insns_ours	insns_orig	delta	status	error_cat	diff_summary	hand_tuned
FUN_06033EA8	-	21	-	compile_error	invalid_deref	invalid type argument of `unary *'	tuned
FUN_06033F54	55	70	-15	FAIL	call_encoding	65_diffs	tuned
FUN_06034000	-	62	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06034168	-	249	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603446C	14	15	-1	FAIL	delay_slot	17_diffs	tuned
FUN_0603449C	-	65	-	compile_error	void_value	`UNK_00000002' undeclared (first use this function)	tuned
FUN_06034560	13	14	-1	FAIL	multiply	17_diffs	tuned
FUN_0603458C	-	59	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06034640	-	41	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_060346C0	51	24	27	FAIL	delay_slot	45_diffs	tuned
FUN_06034708	11	12	-1	FAIL	call_encoding	19_diffs	tuned
FUN_06034754	-	28	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_060347A8	63	62	1	FAIL	delay_slot	71_diffs	tuned
FUN_06034848	-	41	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06034900	-	25	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06034984	-	25	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_060349B6	7	7	0	PASS	-	-	tuned
FUN_060349C4	33	35	-2	FAIL	delay_slot	16_diffs	tuned
FUN_06034A10	33	63	-30	FAIL	delay_slot	40_diffs	tuned
FUN_06034AEE	-	42	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06034B54	-	4	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06034B9A	-	7	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06034C48	15	16	-1	FAIL	mixed	5_diffs	tuned
FUN_06034C68	-	43	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06034CC8	-	2	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06034D1C	29	2	27	FAIL	call_encoding	27_diffs	tuned
FUN_06034D5E	-	66	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06034DEA	24	23	1	FAIL	call_encoding	11_diffs	tuned
FUN_06034E58	58	72	-14	FAIL	delay_slot	50_diffs	tuned
FUN_06034F78	61	52	9	FAIL	delay_slot	57_diffs	tuned
FUN_06034FE0	8	13	-5	FAIL	addressing	7_diffs	tuned
FUN_06034FFC	3969	15	3954	FAIL	call_encoding	3958_diffs	tuned
FUN_060350B0	4865	23	4842	FAIL	call_encoding	4852_diffs	tuned
FUN_06035168	31	8	23	FAIL	call_encoding	25_diffs	tuned
FUN_06035228	49	28	21	FAIL	delay_slot	37_diffs	tuned
FUN_06035280	-	13	-	compile_error	bad_subscript	subscripted value is neither array nor pointer	tuned
FUN_06035340	-	30	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06035438	6	7	-1	FAIL	delay_slot	5_diffs	tuned
FUN_06035460	-	49	-	compile_error	undeclared	`UNK_00000008' undeclared (first use this function)	tuned
FUN_060357B8	-	-	-	no_expected	-	-	tuned
FUN_06035844	-	-	-	no_expected	-	-	tuned
FUN_060358EC	42	38	4	FAIL	delay_slot	40_diffs	tuned
FUN_060359D2	9	4	5	FAIL	addressing	7_diffs	tuned
FUN_060359DA	6	5	1	FAIL	addressing	5_diffs	tuned
FUN_060359E4	451	137	314	FAIL	call_encoding	414_diffs	tuned
FUN_06035B34	62	70	-8	FAIL	delay_slot	92_diffs	tuned
FUN_06035BC8	33	29	4	FAIL	delay_slot	36_diffs	tuned
FUN_06035C08	-	8	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06035C1C	8	8	0	FAIL	scheduling	6_diffs	tuned
FUN_06035C2C	8	13	-5	FAIL	addressing	7_diffs	tuned
FUN_06035C48	3	3	0	PASS	-	-	tuned
FUN_06035C4E	3	3	0	PASS	-	-	tuned
FUN_06035C54	11	16	-5	FAIL	sign_ext	11_diffs	tuned
FUN_06035C6E	3	3	0	PASS	-	-	tuned
FUN_06035C80	9	9	0	FAIL	1-swap	2_diffs	tuned
FUN_06035C92	5	7	-2	FAIL	sign_ext	2_diffs	tuned
FUN_06035CBC	-	49	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06035D22	6	28	-22	FAIL	multiply	24_diffs	tuned
FUN_06035D5A	76	79	-3	FAIL	delay_slot	43_diffs	tuned
FUN_06035E00	19	29	-10	FAIL	delay_slot	32_diffs	tuned
FUN_06035E3C	14	17	-3	FAIL	addressing	7_diffs	tuned
FUN_06035E5E	18	16	2	FAIL	mixed	8_diffs	tuned
FUN_06035E90	-	9	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06035EA2	-	19	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06035EC8	-	27	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06035F04	-	9	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06035F16	30	16	14	FAIL	addressing	16_diffs	tuned
FUN_06035F44	2714	14	2700	FAIL	call_encoding	2706_diffs	tuned
FUN_06035FEC	57	37	20	FAIL	call_encoding	54_diffs	tuned
FUN_06036068	-	7	-	compile_error	invalid_deref	invalid type argument of `unary *'	tuned
FUN_060360FC	29	36	-7	FAIL	delay_slot	19_diffs	tuned
FUN_06036144	15	2	13	FAIL	call_encoding	13_diffs	tuned
FUN_060361FC	-	6	-	compile_error	undeclared	`_local_18' undeclared (first use this function)	tuned
FUN_060362A8	15	4	11	FAIL	call_encoding	11_diffs	tuned
FUN_06036380	15	4	11	FAIL	call_encoding	11_diffs	tuned
FUN_060363BC	-	4	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06036414	15	8	7	FAIL	call_encoding	11_diffs	tuned
FUN_060364D4	15	4	11	FAIL	call_encoding	11_diffs	tuned
FUN_06036518	-	6	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06036572	-	3	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_060365C4	15	6	9	FAIL	call_encoding	11_diffs	tuned
FUN_0603660E	21	27	-6	FAIL	addressing	8_diffs	tuned
FUN_06036650	-	23	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_060367E8	16	6	10	FAIL	call_encoding	12_diffs	tuned
FUN_0603683C	16	6	10	FAIL	call_encoding	12_diffs	tuned
FUN_0603697C	16	8	8	FAIL	call_encoding	12_diffs	tuned
FUN_06036A1C	-	4	-	compile_error	undeclared	`_uStack_10' undeclared (first use this function)	tuned
FUN_06036A98	-	6	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06036AF2	-	3	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06036BE4	3940	21	3919	FAIL	call_encoding	3925_diffs	tuned
FUN_06036CB0	123	46	77	FAIL	delay_slot	133_diffs	tuned
FUN_06036D14	-	47	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06036D94	28	36	-8	FAIL	delay_slot	20_diffs	tuned
FUN_06036DDC	25	30	-5	FAIL	delay_slot	29_diffs	tuned
FUN_06036E1C	179	53	126	FAIL	call_encoding	170_diffs	tuned
FUN_06036E90	44	48	-4	FAIL	delay_slot	22_diffs	tuned
FUN_06036F0C	202	195	7	FAIL	delay_slot	137_diffs	tuned
FUN_060370C0	20	18	2	FAIL	sign_ext	6_diffs	tuned
FUN_060370E4	-	606	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06037618	37	36	1	FAIL	delay_slot	21_diffs	tuned
FUN_06037660	-	1163	-	compile_error	void_value	`UNK_00000008' undeclared (first use this function)	tuned
FUN_06038044	24	18	6	FAIL	comparison	14_diffs	tuned
FUN_0603806C	-	77	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06038120	202	228	-26	FAIL	delay_slot	182_diffs	tuned
FUN_06038300	226	35	191	FAIL	call_encoding	195_diffs	tuned
FUN_0603850C	10	10	0	PASS	-	-	tuned
FUN_06038520	8	9	-1	FAIL	delay_slot	3_diffs	tuned
FUN_0603853C	98	123	-25	FAIL	call_encoding	117_diffs	tuned
FUN_06038642	-	148	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06038794	-	140	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_060388C0	78	105	-27	FAIL	call_encoding	63_diffs	tuned
FUN_060389A6	36	91	-55	FAIL	call_encoding	83_diffs	tuned
FUN_06038A48	12	14	-2	FAIL	delay_slot	6_diffs	tuned
FUN_06038A64	43	42	1	FAIL	delay_slot	51_diffs	tuned
FUN_06038AC8	81	118	-37	FAIL	call_encoding	73_diffs	tuned
FUN_06038BD4	245	294	-49	FAIL	delay_slot	183_diffs	tuned
FUN_06038E54	57	83	-26	FAIL	delay_slot	64_diffs	tuned
FUN_06038F34	16	15	1	FAIL	mixed	5_diffs	tuned
FUN_06039100	-	154	-	compile_error	parse_error	parse error before `{'	tuned
FUN_06039250	77	75	2	FAIL	multiply	50_diffs	tuned
FUN_0603931C	68	61	7	FAIL	delay_slot	51_diffs	tuned
FUN_060393FC	76	73	3	FAIL	delay_slot	69_diffs	tuned
FUN_060394C2	7	9	-2	FAIL	sign_ext	2_diffs	tuned
FUN_060394F0	10	12	-2	FAIL	delay_slot	10_diffs	tuned
FUN_0603950C	-	351	-	compile_error	invalid_deref	parse error before `{'	tuned
FUN_06039808	-	123	-	compile_error	invalid_deref	invalid type argument of `unary *'	tuned
FUN_06039FE8	15	16	-1	FAIL	delay_slot	13_diffs	tuned
FUN_0603A01C	-	58	-	compile_error	invalid_deref	invalid type argument of `unary *'	tuned
FUN_0603A0B0	-	766	-	compile_error	invalid_deref	invalid type argument of `unary *'	tuned
FUN_0603A6C0	25	29	-4	FAIL	sign_ext	20_diffs	tuned
FUN_0603A72C	29	29	0	FAIL	delay_slot	28_diffs	tuned
FUN_0603A766	24	26	-2	FAIL	sign_ext	10_diffs	tuned
FUN_0603A7B0	-	352	-	compile_error	invalid_deref	invalid type argument of `unary *'	tuned
FUN_0603AB46	-	88	-	compile_error	invalid_deref	invalid type argument of `unary *'	tuned
FUN_0603AC1C	-	102	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603ADAC	33	37	-4	FAIL	call_encoding	22_diffs	tuned
FUN_0603AE08	-	44	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603AEE8	-	78	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603AF94	24	30	-6	FAIL	call_encoding	16_diffs	tuned
FUN_0603AFD0	-	6	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603B058	-	27	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603B1B6	54	51	3	FAIL	call_encoding	39_diffs	tuned
FUN_0603B21C	47	56	-9	FAIL	call_encoding	41_diffs	tuned
FUN_0603B28E	58	63	-5	FAIL	call_encoding	47_diffs	tuned
FUN_0603B31C	54	4	50	FAIL	call_encoding	50_diffs	tuned
FUN_0603B3FA	13	17	-4	FAIL	addressing	6_diffs	tuned
FUN_0603B424	-	137	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603B734	11	12	-1	FAIL	mixed	1_diffs	tuned
FUN_0603B74C	48	44	4	FAIL	delay_slot	24_diffs	tuned
FUN_0603B7C0	-	47	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603B81E	39	24	15	FAIL	delay_slot	37_diffs	tuned
FUN_0603B878	24	24	0	FAIL	delay_slot	20_diffs	tuned
FUN_0603B8B4	-	32	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603B8F4	21	19	2	FAIL	call_encoding	16_diffs	tuned
FUN_0603B93C	-	23	-	compile_error	invalid_deref	invalid type argument of `unary *'	tuned
FUN_0603B96A	25	26	-1	FAIL	delay_slot	25_diffs	tuned
FUN_0603B9A4	24	25	-1	FAIL	addressing	13_diffs	tuned
FUN_0603B9D6	39	42	-3	FAIL	delay_slot	33_diffs	tuned
FUN_0603BA2C	-	74	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603BAC6	-	83	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603BB86	68	67	1	FAIL	call_encoding	53_diffs	tuned
FUN_0603BC12	-	56	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603BC86	-	71	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603BD1C	-	64	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603BDAC	-	49	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603BE7C	18	12	6	FAIL	call_encoding	16_diffs	tuned
FUN_0603BF22	22	24	-2	FAIL	call_encoding	18_diffs	tuned
FUN_0603BF5A	12	13	-1	FAIL	sign_ext	9_diffs	tuned
FUN_0603BF7C	32	62	-30	FAIL	sign_ext	34_diffs	tuned
FUN_0603C000	29	46	-17	FAIL	sign_ext	21_diffs	tuned
FUN_0603C05C	15	15	0	FAIL	1-swap	2_diffs	tuned
FUN_0603C08C	10	9	1	FAIL	multiply	11_diffs	tuned
FUN_0603C0A0	9	9	0	FAIL	scheduling	4_diffs	tuned
FUN_0603C104	41	4	37	FAIL	call_encoding	37_diffs	tuned
FUN_0603C156	13	18	-5	FAIL	call_encoding	21_diffs	tuned
FUN_0603C1A8	555	651	-96	FAIL	call_encoding	504_diffs	tuned
FUN_0603C728	-	638	-	compile_error	void_value	invalid type argument of `unary *'	tuned
FUN_0603CC88	66	98	-32	FAIL	call_encoding	68_diffs	tuned
FUN_0603CD5C	318	633	-315	FAIL	call_encoding	443_diffs	tuned
FUN_0603D2CC	59	2	57	FAIL	call_encoding	57_diffs	tuned
FUN_0603D3A8	-	62	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603D438	59	2	57	FAIL	call_encoding	57_diffs	tuned
FUN_0603D514	54	2	52	FAIL	call_encoding	52_diffs	tuned
FUN_0603D5D0	-	212	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603D9EC	-	58	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603DA88	-	59	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603DDFC	-	276	-	compile_error	cc1_crash	`UNK_00000001' undeclared (first use this function)	tuned
FUN_0603EACC	-	174	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603EC40	-	175	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603EDC4	185	170	15	FAIL	delay_slot	165_diffs	tuned
FUN_0603EF34	11	16	-5	FAIL	addressing	9_diffs	tuned
FUN_0603EF54	7	8	-1	FAIL	mixed	3_diffs	tuned
FUN_0603EF64	-	53	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603EFD4	8	9	-1	FAIL	addressing	5_diffs	tuned
FUN_0603F0FC	-	38	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603F148	-	70	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603F1E0	7	8	-1	FAIL	multiply	5_diffs	tuned
FUN_0603F1F0	8	9	-1	FAIL	multiply	3_diffs	tuned
FUN_0603F202	8	10	-2	FAIL	multiply	10_diffs	tuned
FUN_0603F216	10	11	-1	FAIL	multiply	7_diffs	tuned
FUN_0603F22C	-	70	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603F2E0	46	6	40	FAIL	call_encoding	42_diffs	tuned
FUN_0603F342	-	9	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603F3DA	14	14	0	FAIL	1-swap	2_diffs	tuned
FUN_0603F3F6	75	87	-12	FAIL	call_encoding	58_diffs	tuned
FUN_0603F4B0	9	9	0	PASS	-	-	tuned
FUN_0603F4CC	10	10	0	FAIL	1-swap	2_diffs	tuned
FUN_0603F4E0	16	16	0	FAIL	call_encoding	8_diffs	tuned
FUN_0603F500	16	16	0	FAIL	call_encoding	8_diffs	tuned
FUN_0603F520	9	10	-1	FAIL	mixed	3_diffs	tuned
FUN_0603F534	44	2	42	FAIL	call_encoding	42_diffs	tuned
FUN_0603F582	408	353	55	FAIL	call_encoding	317_diffs	tuned
FUN_0603F84C	75	48	27	FAIL	delay_slot	67_diffs	tuned
FUN_0603F8B8	11	11	0	FAIL	scheduling	4_diffs	tuned
FUN_0603F8EE	-	7	-	compile_error	invalid_deref	invalid type argument of `unary *'	tuned
FUN_0603F900	-	7	-	compile_error	invalid_deref	invalid type argument of `unary *'	tuned
FUN_0603F90E	-	7	-	compile_error	invalid_deref	invalid type argument of `unary *'	tuned
FUN_0603F91C	-	7	-	compile_error	invalid_deref	invalid type argument of `unary *'	tuned
FUN_0603F92C	8	8	0	PASS	-	-	tuned
FUN_0603F93C	25	6	19	FAIL	call_encoding	19_diffs	tuned
FUN_0603F970	22	2	20	FAIL	call_encoding	20_diffs	tuned
FUN_0603F9B8	16	2	14	FAIL	call_encoding	14_diffs	tuned
FUN_0603F9DA	8	12	-4	FAIL	sign_ext	6_diffs	tuned
FUN_0603F9F2	2	2	0	PASS	-	-	tuned
FUN_0603F9F6	2	2	0	PASS	-	-	tuned
FUN_0603FA00	5	7	-2	FAIL	addressing	4_diffs	tuned
FUN_0603FA1A	90	85	5	FAIL	call_encoding	59_diffs	tuned
FUN_0603FACE	-	11	-	compile_error	invalid_deref	invalid type argument of `unary *'	tuned
FUN_0603FC60	-	61	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603FCE4	-	37	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603FD40	-	115	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0603FF9C	29	30	-1	FAIL	call_encoding	13_diffs	tuned
FUN_0603FFE6	16	19	-3	FAIL	delay_slot	11_diffs	tuned
FUN_0604000C	-	2	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_060400B4	10	17	-7	FAIL	delay_slot	17_diffs	tuned
FUN_060400D6	-	133	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_060401E4	2	2	0	PASS	-	-	tuned
FUN_060401F8	-	2	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06040220	-	65	-	compile_error	parse_error	parse error before `{'	tuned
FUN_060405B8	-	74	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06040680	10	13	-3	FAIL	delay_slot	5_diffs	tuned
FUN_06040722	-	37	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0604077C	-	126	-	compile_error	void_value	parse error before `{'	tuned
FUN_060408B0	-	76	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06040954	8	8	0	FAIL	1-swap	2_diffs	tuned
FUN_06040964	10	11	-1	FAIL	mixed	3_diffs	tuned
FUN_060409DE	4	4	0	PASS	-	-	tuned
FUN_060409E6	-	132	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06040B32	-	99	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06040C10	-	32	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06040C98	-	220	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06040E88	25	25	0	FAIL	delay_slot	20_diffs	tuned
FUN_06040EBA	20	23	-3	FAIL	delay_slot	17_diffs	tuned
FUN_06040EEC	28	21	7	FAIL	delay_slot	23_diffs	tuned
FUN_06040F16	55	3	52	FAIL	call_encoding	52_diffs	tuned
FUN_06040F82	-	19	-	compile_error	other	request for member `_0_1_' in something not a structure or union	tuned
FUN_06040FB8	19	25	-6	FAIL	delay_slot	14_diffs	tuned
FUN_06040FEA	15	19	-4	FAIL	delay_slot	8_diffs	tuned
FUN_06041014	11	16	-5	FAIL	delay_slot	13_diffs	tuned
FUN_06041034	-	75	-	compile_error	parse_error	parse error before `{'	tuned
FUN_06041128	38	38	0	FAIL	delay_slot	28_diffs	tuned
FUN_06041180	13	16	-3	FAIL	call_encoding	7_diffs	tuned
FUN_060411A0	-	43	-	compile_error	parse_error	parse error before `{'	tuned
FUN_06041204	39	42	-3	FAIL	delay_slot	23_diffs	tuned
FUN_06041258	-	42	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_060412B2	39	42	-3	FAIL	delay_slot	25_diffs	tuned
FUN_06041310	15	16	-1	FAIL	delay_slot	9_diffs	tuned
FUN_06041330	13	15	-2	FAIL	call_encoding	18_diffs	tuned
FUN_0604134E	15	20	-5	FAIL	delay_slot	11_diffs	tuned
FUN_06041470	43	42	1	FAIL	delay_slot	29_diffs	tuned
FUN_060414D0	-	124	-	compile_error	cc1_crash	internal error--unrecognizable insn:	tuned
FUN_060415C8	-	61	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06041648	-	36	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06041698	-	8	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_060417A8	55	44	11	FAIL	delay_slot	57_diffs	tuned
FUN_06041826	52	46	6	FAIL	call_encoding	76_diffs	tuned
FUN_06041884	4	4	0	PASS	-	-	tuned
FUN_0604188C	19	21	-2	FAIL	mixed	8_diffs	tuned
FUN_060418BE	-	232	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06041AA0	-	72	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06041B3C	-	188	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06041CC8	-	72	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06041D6C	-	4	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06041EE8	-	191	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06042088	-	75	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06042134	-	218	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0604231E	65	61	4	FAIL	delay_slot	30_diffs	tuned
FUN_060423CC	-	31	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_0604249C	24	3	21	FAIL	multiply	23_diffs	tuned
FUN_060424A2	22	15	7	FAIL	multiply	21_diffs	tuned
FUN_060429EC	-	71	-	compile_error	void_value	void value not ignored as it ought to be	tuned
FUN_06042A8C	-	31	-	compile_error	undeclared	`Onchip_DMA0R' undeclared (first use this function)	tuned
FUN_06042ACA	120	105	15	FAIL	delay_slot	103_diffs	tuned
FUN_06042BAC	7	9	-2	FAIL	mixed	2_diffs	tuned
FUN_06042BBE	8	9	-1	FAIL	mixed	3_diffs	tuned
FUN_06042BEE	6	7	-1	FAIL	mixed	1_diffs	tuned
FUN_06042BFC	-	83	-	compile_error	undeclared	`UNK_00000001' undeclared (first use this function)	tuned
initial_program	-	-	-	no_expected	-	-	tuned
main	52	48	4	FAIL	call_encoding	28_diffs	tuned
security_check	-	-	-	no_expected	-	-	tuned
